logical_flow,size_bytes,n_pkts,tx_first_s,tx_last_s
2879,7448776,4966,33744474.787411042,33744474.819347762
2880,52221,35,33744474.819365181,33744474.819584116
2881,9471,7,33744474.819588147,33744474.819630966
2882,13266,9,33744474.819634378,33744474.819688730
2883,48273,33,33744474.819692306,33744474.819915615
2884,18605224,12404,33744474.819919661,33744474.897808142
2885,5795838,3864,33744474.897814408,33744474.922239982
2886,4981894,3322,33744474.922246270,33744474.943200782
2887,552838,369,33744474.943217859,33744474.945514902
2888,72646,49,33744474.945531659,33744474.945840411
2889,395347,264,33744474.945844807,33744474.947466940
2890,217366,145,33744474.947471365,33744474.948361084
2891,8596555,5732,33744474.948365673,33744474.984131038
2892,48225,33,33744474.984136388,33744474.984332182
2893,47955,32,33744474.984335870,33744474.984525129
2894,1224544,817,33744474.984528795,33744474.989807226
2895,2070471,1381,33744474.989812069,33744474.998711921
2896,1313353,876,33744474.998720735,33744475.004296415
2897,11421,8,33744475.004301354,33744475.004362650
2898,343339,229,33744475.004366077,33744475.005831726
2899,26438,18,33744475.005835883,33744475.005972609
2900,27016,19,33744475.005976565,33744475.006090030
2901,25042,17,33744475.006093465,33744475.006194554
2902,1144,1,33744475.006198369,33744475.006205685
2903,6270,5,33744475.006209031,33744475.006239668
2904,635226,424,33744475.006243095,33744475.008942708
2905,1944213,1297,33744475.008947656,33744475.017327540
2906,5157,4,33744475.017332457,33744475.017358124
2907,7939455,5293,33744475.017361447,33744475.051317111
2908,63435,43,33744475.051322944,33744475.051633671
2909,1771021,1181,33744475.051637970,33744475.059082240
2910,1891,2,33744475.059087262,33744475.059100717
2911,3410,3,33744475.059104241,33744475.059123196
2912,2285132,1524,33744475.059126616,33744475.068932198
2913,4399,3,33744475.068940416,33744475.068972103
2914,1776,2,33744475.068975933,33744475.068989053
2915,505097,337,33744475.068992466,33744475.071142837
2916,1959,2,33744475.071148314,33744475.071162231
2917,52775,36,33744475.071165688,33744475.071426861
2918,2297654,1532,33744475.071430705,33744475.081217185
2919,5758,4,33744475.081222214,33744475.081247434
2920,2955650,1971,33744475.081250966,33744475.093865134
2921,5527085,3685,33744475.093870297,33744475.117141128
2922,12036064,8025,33744475.117146619,33744475.168671869
2923,251128,168,33744475.168677725,33744475.169712141
2924,2431922,1622,33744475.169716738,33744475.180176631
2925,11365,8,33744475.180181757,33744475.180230796
2926,142534,96,33744475.180234201,33744475.180829465
2927,3990650,2661,33744475.180833645,33744475.198044509
2928,3645825,2431,33744475.198049694,33744475.213572696
2929,13490,9,33744475.213579483,33744475.213638291
2930,2602002,1735,33744475.213642344,33744475.224838048
2931,49504,34,33744475.224843189,33744475.225060835
2932,75089,51,33744475.225064859,33744475.225377940
2933,1962254,1309,33744475.225381754,33744475.233826593
2934,599930,400,33744475.233831421,33744475.236312963
2935,34257,23,33744475.236317508,33744475.236465089
2936,3339934,2227,33744475.236468874,33744475.250710435
2937,6781082,4521,33744475.250715435,33744475.279348388
2938,2162951,1442,33744475.279353395,33744475.288454033
2939,2147,2,33744475.288459063,33744475.288472235
2940,1262,1,33744475.288475677,33744475.288482934
2941,145101,97,33744475.288486153,33744475.289118931
2942,4600,4,33744475.289122947,33744475.289147712
2943,3808,3,33744475.289162531,33744475.289180852
2944,3840645,2561,33744475.289183937,33744475.305749938
2945,2075,2,33744475.305754833,33744475.305767924
2946,27794,19,33744475.305774286,33744475.305897892
2947,30775,21,33744475.305901557,33744475.306025833
2948,6901047,4601,33744475.306029350,33744475.335592382
2949,7941903,5295,33744475.335597888,33744475.369343489
2950,1797258,1199,33744475.369349003,33744475.377077229
2951,61806,42,33744475.377082407,33744475.377338581
2952,6047,5,33744475.377343073,33744475.377385713
2953,9405228,6271,33744475.377389036,33744475.417877913
2954,21996,15,33744475.417883545,33744475.417973958
2955,387921,259,33744475.417977527,33744475.419643469
2956,1722868,1149,33744475.419647865,33744475.427020438
2957,74340,50,33744475.427025653,33744475.427366234
2958,4378068,2919,33744475.427369997,33744475.446095839
2959,7350543,4901,33744475.446121693,33744475.478022799
2960,42036,29,33744475.478028350,33744475.478246346
2961,1067313,712,33744475.478250235,33744475.482981563
2962,4259,3,33744475.482986346,33744475.483006597
2963,55913,38,33744475.483016171,33744475.483269483
2964,639001,427,33744475.483273707,33744475.486052699
2965,27084,19,33744475.486057386,33744475.486172520
2966,43609,30,33744475.486176215,33744475.486382231
2967,1510126,1007,33744475.486386202,33744475.492878146
2968,20915,14,33744475.492882989,33744475.492978901
2969,6237520,4159,33744475.492982522,33744475.520187877
2970,8692,6,33744475.520193718,33744475.520233862
2971,21952,15,33744475.520237505,33744475.520347029
2972,252141,169,33744475.520350710,33744475.521425880
2973,22593,16,33744475.521430254,33744475.521526568
2974,2884298,1923,33744475.521530323,33744475.534164675
2975,40516,28,33744475.534169637,33744475.534361623
2976,7051,5,33744475.534365445,33744475.534396097
2977,607538,406,33744475.534399480,33744475.537010469
2978,55214,37,33744475.537015215,33744475.537235752
2979,293849,196,33744475.537239686,33744475.538484350
2980,5575,4,33744475.538488798,33744475.538513958
2981,2256,2,33744475.538517371,33744475.538530678
2982,29437,20,33744475.538534038,33744475.538679853
2983,75819,51,33744475.538683362,33744475.539019682
2984,19743,14,33744475.539023250,33744475.539128147
2985,20677,14,33744475.539132178,33744475.539217800
2986,2785607,1858,33744475.539221391,33744475.551299669
2987,23717,16,33744475.551304594,33744475.551402889
2988,38144,26,33744475.551406600,33744475.551562876
2989,3843657,2563,33744475.551566526,33744475.568387821
2990,27779823,18520,33744475.568392657,33744475.688619837
2991,1649930,1100,33744475.688631728,33744475.695780091
2992,8647,6,33744475.695785910,33744475.695835598
2993,1565835,1044,33744475.695839249,33744475.702727340
2994,4007,3,33744475.702732369,33744475.702752113
2995,1993332,1329,33744475.702755801,33744475.711473525
2996,27219,19,33744475.711482696,33744475.711605527
2997,21623,15,33744475.711609818,33744475.711701646
2998,54954,37,33744475.711705253,33744475.711948313
2999,8872,6,33744475.711952157,33744475.711989358
